roaster,cleaned_desc_1,sentiment_scores,compound,compound_scaled_0_1,compound_scaled_1_10
Temple Coffee and Tea,deep intense sweetly perfumy savoryedged dark chocolate vanilla dried mango sandalwood hint dried mint aroma cup sweet though also rather drying tannic structure satiny mouthfeel resonant flavorsaturated finish sweet yet spicy particularly impressive long,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9184}",0.9184,0.9592,9.6328
Temple Coffee and Tea,rich roundly sweettart peach freshcut fir baker ’ chocolate magnolia brown sugar aroma cup bittersweet structure crisp velvety mouthfeel baker ’ chocolate stone fruit carry quietly resonant short finish freshcut fir deep florals prevail long,"{'neg': 0.036, 'neu': 0.864, 'pos': 0.1, 'compound': 0.5106}",0.5106,0.7553000000000001,7.797700000000001
Simon Hsieh’s Aroma Roast Coffees,evaluated espresso intensely chocolaty vivaciously fruittoned dark chocolate narcissus pie cherry molasses sandalwood aroma small cup rich syrupy mouthfeel resonant finish lead cherry narcissus note short sandalwoodtoned chocolate long three part milk dark chocolate envelope deeply stated fruit floral note,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.5574}",0.5574,0.7787,8.008299999999998
Magnolia Coffee,evaluated espresso richly deeply pungent dark chocolate cedar orange zest floraltoned vanilla fresh pipe tobacco aroma small cup syrupy lively mouthfeel dark chocolate cedar orange carry resonant finish dark chocolate turn crisp malty three part milk,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.7964}",0.7964,0.8982,9.0838
Charlotte Coffee Company,evaluated espresso richly sweettart dark chocolate narcissus candied blood orange zest almond butter cedar aroma small cup full syrupy body citrus cedartoned finish three part milk note dark chocolate pleasin,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4404}",0.4404,0.7202,7.4818
The WestBean Coffee Roasters,fruitforward delicate yet intense complex flower lily lavendar sandalwood dark chocolate plum hint brandy aroma cup roundly deeply crisp structure lightly satiny mouthfeel finish resonant sweet chocolate continuing hint brandy,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.5423}",0.5423,0.77115,7.9403500000000005
Revel Coffee,delicate sweetly tart roasted cacao nib honeysuckle tamarind spearmint plum aroma cup balanced structure brisk acidity crisp satiny mouthfeel bittersweet short finish sweetly woodframed long,"{'neg': 0.043, 'neu': 0.66, 'pos': 0.297, 'compound': 0.7717}",0.7717,0.88585,8.97265
Chocolate Fish Coffee Roasters,evaluated espresso sweetsavory intense balanced spicytoned flower tangerine zest red berry cedar dark chocolate roasted cashew aroma small cup syrupy buoyant mouthfeel flower chocolate citrus carry resonant though slightly drying finish gently sweetly citrusy three part milk continued backgrounded chocolate nut,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.7927}",0.7927,0.89635,9.06715
Kakalove Cafe,evaluated espresso rich deeply roasttoned darkchocolate ripe pear scorched sandalwood tangerine zest honeysucklelike flower aroma small cup syrupy plump mouthfeel resonant finish dry alive aromatics dark chocolate sandalwood hint flower tangerine dry deep chocolaty nuanced three part milk,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.7351}",0.7351,0.86755,8.80795
Kakalove Cafe,delicate richly intricate cocoa almond paste lemon verbena hint lily grappalike spirit aroma cup savorysweet brisk though juicy structure lightly syrupy mouthfeel finish deeply savorysweet crisply flavorsaturated,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.7184}",0.7184,0.8592,8.7328
Kakalove Cafe,deeply richly sweet spicetoned lavender mulberry bay leaf lemon zest allspice aroma cup sweettoned structure vibrant acidity buoyant silky mouthfeel long resonant finish laden spicetoned floral note bright berry suggestion,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9283}",0.9283,0.9641500000000001,9.67735
Red Rooster Coffee Roaster,richly sweet floraltoned wisteria roasted cacao nib almond caramel hint musk aroma cup balanced sweetly tart structure juicy acidity crisply velvety mouthfeel finish consolidates pretty cocoatoned musk short almond caramel resurfacing long,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.9042}",0.9042,0.9521,9.5689
Bird Rock Coffee Roasters,integrated floral sweetly earthtoned lavender perique pipe tobacco tangerine zest apricot roasted cacao nib aroma cup sweetsavory structure syrupysmooth body short finish resonant spicy floral stone fruit note long earthy sweet redolent fine pipe tobacco,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.7845}",0.7845,0.89225,9.03025
Revel Coffee,intricate layered deeply sweet blackberry nougat roasted cacao nib frankincense tangerine zest aroma cup crisply sweettart structure full satiny mouthfeel note blackberry enveloped cocoa frame quiet short finish rounding incenselike aromatic wood nougat long,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.5984}",0.5984,0.7992,8.1928
Roast House,floraltoned crisp deeply sweet dried strawberry freesia toffee hazelnut butter freshcut cedar aroma cup sweettoned structure syrupy almost creamy body note freesialike flower hazelnut butter dominate short finish sweetly woodframed toffee tone carry long,"{'neg': 0.038, 'neu': 0.763, 'pos': 0.198, 'compound': 0.7425}",0.7425,0.8712500000000001,8.84125
Water Avenue Coffee,deeply richly sweet complex layered apricot dark chocolate nuttoned toffee sandalwood fresh humus forest floorsweetsavory structure lively juicy acidity velvetysmooth mouthfeel flavorsaturated finish resonant note stone fruit sandalwood short earthtoned toffee long,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8927}",0.8927,0.94635,9.51715
Corvus Coffee Roasters,hightoned brightly sweet honeysuckle spearmint pomegranate cedar baker ’ chocolate aroma cup sweetly tart structure buoyant acidity delicate silky mouthfeel sweet note honeysuckle characterize short finish chocolatetoned tart fruit hint spearmint carry long,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.9136}",0.9136,0.9568,9.6112
Per'la Specialty Roasters,lush deeply richly sweet ginger blossom pineapple myrrh maple syrup orange marmalade aroma cup richly sweettart structure vibrant acidity satiny mouthfeel long finish morphs note tropical flower long tropical fruit nuanced resonant aromatic wood long,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9196}",0.9196,0.9598,9.6382
Kakalove Cafe,hightoned richly sweet nectarine apple blossom redwood dark chocolate grapefruit zest aroma cup sweetly tart structure bright lively acidity crisp velvetysmooth mouthfeel finish saturated note stone fruit apple blossom short dark chocolate hint grapefruit zest resurfacing long,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.93}",0.93,0.9650000000000001,9.685
Temple Coffee and Tea,fruitdriven intensely sweet bergamot mango sandalwood baker ’ chocolate citrus blossom aroma cup richly sweet structure rounded acidity plush syrupy mouthfeel finish sustains fruitforward momentum cup backed incenselike note sandalwood crisp baker ’ chocolate,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.862}",0.862,0.931,9.379000000000001
Durango Coffee Company,delicate deeply quietly intense cocoa peach freshcut fir brown sugar hint lush lilylike flower aroma cup balanced crisply sweet structure lightfooted lively mouthfeel cocoa dominates resonant flavorsaturated finish,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.7832}",0.7832,0.8916,9.0244
JBC Coffee Roasters,big round deeply resonant layered freshcut cedar baker ’ chocolate autumn squash hint thyme aroma cup sweetsavory lowtoned structure full syrupy mouthfeel finish flavor detail fade powerful chocolatecomplicated sweetness ring,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7184}",0.7184,0.8592,8.7328
Durango Coffee Company,roundly sweetly citrusy ripe tangerine caramel freesialike flower cedar hint perhaps fresh parsleylike herb aroma cup sweetly gently tart pure juicy structure smooth fullish satiny mouthfeel flavor consolidates layered resonant finish,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.8885}",0.8885,0.94425,9.49825
Barrington Coffee Roasting,lush vibrant intricate balanced fine musk dried jasmine passionfruit bergamot dark chocolate aroma cup complex richly sweet structure bright acidity buoyant silky mouthfeel resonant finish fulfills promise cup carrying flavor note including hint white sage well long,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9633}",0.9633,0.98165,9.83485
Barrington Coffee Roasting,crisp richly sweetly tart candied apple magnolia cashew butter sassafras pomegranate aroma cup sweettart structure juicy acidity velvetysmooth mouthfeel richly drying subtle finish center around note nut butter sweet florals,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8979}",0.8979,0.94895,9.54055
Barrington Coffee Roasting,delicate crisply sweetsavory roastrounded dark chocolate orange blossom almond sandalwood tamari aroma cup savory sweet structure gentle acidity crisp satiny mouthfeel finish rich note dark chocolate almond short savorysweet hint tamari sandalwood incense long,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.8658}",0.8658,0.9329000000000001,9.3961
Caffe Luxxe,deeply sweet richly woodframed watermelon candy sandalwood narcissuslike flower toasted pecan maple syrup aroma cup bittersweet structure crisp satiny mouthfeel aromatic wood lead short finish note watermelon candy think jolly rancher sweet florals resurface long,"{'neg': 0.029, 'neu': 0.676, 'pos': 0.294, 'compound': 0.9147}",0.9147,0.9573499999999999,9.61615
Jackrabbit Java,evaluated espresso crisp richly sweet dark chocolate lily caramelized walnut grapefruit zest freshcut fir aroma small cup lightly syrupy body richly drying citrustoned finish chocolaty floraltoned three part milk,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.8316}",0.8316,0.9158,9.2422
Kakalove Cafe,evaluated espresso richly floral chocolatetoned sweetly tart wisteria dark chocolate tangerine zest molasses dried apricot aroma small cup viscous lightly syrupy mouthfeel crisp cocoatoned finish floral cappuccinoscaled milk note wisteria dark chocolate dominate nuanced tangerine zest dried apricot,"{'neg': 0.035, 'neu': 0.824, 'pos': 0.141, 'compound': 0.6705}",0.6705,0.83525,8.51725
Java Blend Coffee Roasters,deeply richly sweet strawberry peach sandalwood almond butter chrysanthemum aroma cup sweetly tart structure crisp satiny mouthfeel quiet finish consolidates around note almond sandalwood,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8615}",0.8615,0.93075,9.37675
Jackrabbit Java,pungent earthy quietly persuasive sweetness fresh clay grapefruit zest baker ’ chocolate vanilla bean ripe pear aroma cup sweetsavory structure light plush mouthfeel clay grapefruit vanilla carry impressively resonant layered finish,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.8176}",0.8176,0.9088,9.1792
Big Shoulders Coffee,intricately layered deeply sweetly pungent roasted cacao nib lemon zest lilac candied ginger frankincense aroma cup sweettart structure bright juicy acidity full syrupy mouthfeel complex finish sustains flavor note cup sweet flower particular,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8516}",0.8516,0.9258,9.3322
Caffeic,richly sweet spicetoned dried cherry lemon zest baker ’ chocolate cashew hint cayenne aroma cup delicate sweetly tart structure bright acidity crisp velvety mouthfeel flavorsaturated finish center citrus note chocolate short suggestion cayenne long,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.9022}",0.9022,0.9511000000000001,9.5599
Kakalove Cafe,sweetly pungent hightoned dried apple orange blossom toffee cedar dark chocolate aroma cup sweetly tart structure juicy acidity buoyant silky mouthfeel finish deeply sweet resonant note orange blossom toffee short rounding chocolate long,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.8858}",0.8858,0.9429000000000001,9.4861
Grounds for Change,deeply rich sweetly tart baker ’ chocolate grapefruit zest molasses tea rose marjoram aroma cup balanced sweetsavory structure plump velvety mouthfeel finish crisp dry also richly sweet note chocolate spicetoned florals,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9212}",0.9212,0.9606,9.6454
Allegro Coffee,juicy crisp yet lush original jasmine baker ’ chocolate sandalwood tangerine zest dried mango aroma cup layered lyric structure softly bright crisply pungent light yet lively mouthfeel finish consolidates around sandalwood cocoa sweet flower last,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8779}",0.8779,0.93895,9.45055
Klatch Coffee,deeply refreshingly pungent earthy grapefruit zest dark chocolate candied ginger graham cracker moist freshfallen leaf aroma cup structured around complexly layered tart sweet savory taste plush syrupy mouthfeel sweet deeply flavorsaturated finish,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7184}",0.7184,0.8592,8.7328
Mr. Espresso,balanced bright savory rootvegetable depth lemon verbena ripe orange zest roasted cacao nib rhododendron hint brothy cooked root vegetable aroma cup structure quietly sweettart savory edge mouthfeel round syrupy full finish richly drying consolidating around cacao nib ripe zesty orange,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.7003}",0.7003,0.85015,8.65135
JBC Coffee Roasters,richly sweet delicately savory lilac chocolate fudge pomegranate frankincense honey aroma cup balanced sweetly savory structure bright juicy acidity buoyant syrupy mouthfeel flavorsaturated finish resonant note lilac pomegranate short chocolatetoned frankincense long,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.93}",0.93,0.9650000000000001,9.685
Hula Daddy Kona Coffee,crisp delicate yet intense original lush roselike flower dark chocolate cedar almond ripe pineapple aroma cup balanced complete structure poised round satisfying intersection sweet tart bitter light syrupy texture layered resonant finish rose chocolate almond ring,"{'neg': 0.063, 'neu': 0.65, 'pos': 0.287, 'compound': 0.7906}",0.7906,0.8953,9.0577
Paradise Roasters,bright richly sweet lime blossom raspberry jam sandalwood roasted cacao nib maple syrup aroma cup sweetly tart structure juicy acidity viscous buoyant mouthfeel finish lead citrus berry note short segueing sandalwoodframed sweet florals long,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9413}",0.9413,0.97065,9.73585
Red Rooster Coffee Roaster,richly sweet fruittoned raspberry jam almond butter rhododendronlike flower grappa cocoa powder aroma cup sweettart structure fruitforward acidity plush syrupy mouthfeel finish consolidates around deep raspberry cocoa note heady hint sweet ferment,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
Paradise Roasters,delicate intricately sweet dried mango roasted cacao nib honeysuckle freesialike flower hint cumin aroma cup deeply rich balanced structure crisp satiny mouthfeel finish animated lively mango freesia note short quieting cocoatoned honeysuckle long,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8858}",0.8858,0.9429000000000001,9.4861
Greater Goods Coffee Roasters,richly sweet spicetoned black currant molasses amber oil allspice wisterialike flower aroma cup deeply sweet structure smooth rounded acidity finish display unusual sweetly musky quality suggesting amber oil complicated black currant wisteria,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9001}",0.9001,0.9500500000000001,9.550450000000001
