name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,cleaned_desc_1,sentiment_score,label,roberta_sentiment_score,predicted_labels
El Salvador Finca Kilimanjaro,Bird Rock Coffee Roasters,Medium_Light,United States,Santa Ana Department,El Salvador,7.35,95,2017-12-01,"High-toned, richly sweet. Strawberry guava, roasted cacao nib, lime zest, jasmine, almond in aroma and cup. Sweetly-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish is long and resonant, with lime zest and strawberry guava in the short, rounding to cocoa-toned jasmine in the deeply sweet long.",hightoned richly sweet strawberry guava roasted cacao nib lime zest jasmine almond aroma cup sweetlytart structure juicy balanced acidity plush syrupy mouthfeel finish long resonant lime zest strawberry guava short rounding cocoatoned jasmine deeply sweet long,0.836,1,0.9425268,1
Panama Elida Green Tip Gesha Natural,Equator Coffees & Teas,Medium_Light,United States,Boquete Growing Region,Western Panama,32.63,94,2017-12-01,"Spice-toned, richly sweet. Raspberry, dark chocolate, hazelnut, gardenia, bergamot in aroma and cup. Sweet, fruit-forward structure; full, satiny mouthfeel. The resonant, flavor-saturated finish is characterized by notes of rich chocolate with berry and bittersweet citrus complications.",spicetoned richly sweet raspberry dark chocolate hazelnut gardenia bergamot aroma cup sweet fruitforward structure full satiny mouthfeel resonant flavorsaturated finish characterized note rich chocolate berry bittersweet citrus complication,0.9042,1,0.9425131,1
Gikanda Kenya,JBC Coffee Roasters,Medium_Light,United States,South-Central Kenya,Boquete Growing Region,5.66,96,2017-11-01,"Sweetly bright, spicy and savory-edged. Orange zest, black currant, baker’s chocolate, tamarind, floral-toned vanilla, redwood in aroma and cup. Deeply bright and richly savory in structure; syrupy, lively mouthfeel. Very deep, very lasting finish, saturated with flavor: chocolate, black currant, vanilla. ",sweetly bright spicy savoryedged orange zest black currant baker ’ chocolate tamarind floraltoned vanilla redwood aroma cup deeply bright richly savory structure syrupy lively mouthfeel deep lasting finish saturated flavor chocolate black currant vanilla,0.9322,1,0.94252884,1
Panama Don Julian Pacamara,Willoughby's Coffee & Tea,Medium_Light,United States,Horcheta,Chiriqui Province,11.02,95,2017-11-01,"Richly sweet/tart, crisply complex. Dark chocolate, roasted cashew, pink grapefruit, sandalwood, Chinese five-spice in aroma and cup. Structure is drying but sweetly juicy; buoyant and plump in mouthfeel. Nut-toned chocolate with a hint of sandalwood and spice saturate a sweet, richly dry finish. ",richly sweettart crisply complex dark chocolate roasted cashew pink grapefruit sandalwood chinese fivespice aroma cup structure drying sweetly juicy buoyant plump mouthfeel nuttoned chocolate hint sandalwood spice saturate sweet richly dry finish,0.9153,1,0.94253165,1
100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,Medium_Light,Hawai'i,Holualoa,North Kona Growing District,19.82,95,2017-11-01,"Sweet, deep, intense but balanced. Peach, maple syrup, sandalwood, grapefruit zest, almond, magnolia in aroma and cup. Round, resonantly and sweetly bright in structure. Silky and buoyant in mouthfeel. Deep, long, flavor-saturated finish.",sweet deep intense balanced peach maple syrup sandalwood grapefruit zest almond magnolia aroma cup round resonantly sweetly bright structure silky buoyant mouthfeel deep long flavorsaturated finish,0.8807,1,0.94252706,1
Kenya AB Muchoki,Klatch Coffee,Medium_Light,United States,Nyeri Growing Region,South-Central Kenya,5.86,95,2017-11-01,"Crisply and sweetly tart, delicate yet confident. Peach, vanilla bean, grapefruit zest, almond, pink peppercorn in aroma and cup. Poised in structure: sweet, tart, savory. Mouthfeel is cushiony, plush. Flavor saturates a savory-edged, drying finish.",crisply sweetly tart delicate yet confident peach vanilla bean grapefruit zest almond pink peppercorn aroma cup poised structure sweet tart savory mouthfeel cushiony plush flavor saturates savoryedged drying finish,0.8885,1,0.94253725,1
Colombia Nariño Duende,Paradise Roasters,Medium_Light,United States,Narino Department,Southern Colombia,4.98,93,2017-11-01,"Spice-toned, chocolaty. Chocolate-toned malt, date, hazelnut, fresh pipe tobacco, stick cinnamon in aroma and cup. Richly bittersweet in structure; velvety-smooth mouthfeel. The finish is richly chocolate-toned with a hint of cinnamon.",spicetoned chocolaty chocolatetoned malt date hazelnut fresh pipe tobacco stick cinnamon aroma cup richly bittersweet structure velvetysmooth mouthfeel finish richly chocolatetoned hint cinnamon,0.7783,1,0.9425474,1
Geisha Panama Santamaria Natural,Campos Coffee,Medium_Light,Australia,Paso Ancho,Volcan,16.56,95,2017-11-01,"Crisply sweet, intricate, delicately rich. Jasmine, tangerine zest, sandalwood, sweet ripe banana, roasted cacao nib in aroma and cup. Balanced, roundly and gracefully sweet/tart in structure. Light-footed and plush in mouthfeel. Flavor consolidates around jasmine, sandalwood and banana in a sweet, lasting finish.",crisply sweet intricate delicately rich jasmine tangerine zest sandalwood sweet ripe banana roasted cacao nib aroma cup balanced roundly gracefully sweettart structure lightfooted plush mouthfeel flavor consolidates around jasmine sandalwood banana sweet lasting finish,0.9559,1,0.9425079,1
Estate Medium Roast,Ka'u Specialty Coffee,Medium_Light,Hawai'i,Ka'U Growing Region,Big Island Of Hawaii,13.0,93,2018-01-01,"Deeply sweet, delicately zesty, complexly fruit- and floral-toned. Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup. Sweetly tart in structure, with a deepening savory-bitter edge. Light, satiny mouthfeel; flavor saturates a deep, richly floral and chocolate-toned finish.",deeply sweet delicately zesty complexly fruit floraltoned peach grapefruit zest alyssumlike flower dark chocolate cinnamon aroma cup sweetly tart structure deepening savorybitter edge light satiny mouthfeel flavor saturates deep richly floral chocolatetoned finish,0.8903,1,0.94254506,1
Ethiopia Holy Grail Natural Yirgacheffe,Simon Hsieh’s Aroma Roast Coffees,Medium,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,17.7,93,2018-01-01,"Evaluated as espresso. Crisply sweet-tart. Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup. Crisp, velvety mouthfeel; nut-toned, richly tannic finish. In cappuccino-scaled milk, invitingly bittersweet, with notes of dark chocolate and jasmine in harmony.",evaluated espresso crisply sweettart frangipane dark chocolate cedar tamarind jasmine aroma small cup crisp velvety mouthfeel nuttoned richly tannic finish cappuccinoscaled milk invitingly bittersweet note dark chocolate jasmine harmony,0.6486,1,0.94250995,1
Kenya Karinga,Amavida Coffee Roasters,Medium_Light,United States,Gatundu,Thika Province,8.8,92,2017-12-01,"Sweetly tart, intense but balanced. Orange zest, red currant, tea rose, white sage, roasted cashew in aroma and cup. Brisk and savory-edged but sweet in structure; impressively buoyant, almost effervescent mouthfeel. Flavor fades to hints of sage and cashew in a sweet though drying finish.  ",sweetly tart intense balanced orange zest red currant tea rose white sage roasted cashew aroma cup brisk savoryedged sweet structure impressively buoyant almost effervescent mouthfeel flavor fade hint sage cashew sweet though drying finish,0.9313,1,0.9425336,1
Thailand Doi Pangkhon Espresso,Paradise Roasters,Medium,United States,Doi Pangkhon Growing Region,Northern Thailand,4.98,91,2017-12-01,"Evaluated as espresso. Sweetly bright, tartly juicy. Grapefruit zest, mango, chocolate, fresh-cut fir in aroma and small cup. Very lightly syrupy and lively in mouthfeel. Rounds in the finish and the chocolate comes forward. In three parts milk a dry, orangy chocolate dominates, crisply and pleasingly.  ",evaluated espresso sweetly bright tartly juicy grapefruit zest mango chocolate freshcut fir aroma small cup lightly syrupy lively mouthfeel round finish chocolate come forward three part milk dry orangy chocolate dominates crisply pleasingly,0.8442,1,0.9425277,1
Ulos Batak Sumatra,JBC Coffee Roasters,Medium_Light,United States,Northern Sumatra,Indonesia,5.57,96,2017-12-01,"Intensely rich, deeply sweet, complex. Chocolate fudge, lavender, grapefruit zest, moist perique-style tobacco, coconut-covered date in aroma and cup. Balanced, sweetly savory in structure with lively acidity; buoyant, syrupy mouthfeel. The flavor-laden finish offers chocolate-toned spicy florals in the short resolving to rich date notes with undertones of perique tobacco in the long.",intensely rich deeply sweet complex chocolate fudge lavender grapefruit zest moist periquestyle tobacco coconutcovered date aroma cup balanced sweetly savory structure lively acidity buoyant syrupy mouthfeel flavorladen finish offer chocolatetoned spicy florals short resolving rich date note undertone perique tobacco long,0.9676,1,0.94255453,1
Gaitania Colombia,JBC Coffee Roasters,Light,United States,Southern Tolima Department,West-Central Colombia,4.63,91,2017-12-01,"Crisply sweet, high-toned. Maple syrup, narcissus, ripe orange, hazelnut, a hint of cardamom in aroma and cup. Gently sweet-tart structure; velvety mouthfeel. The short finish leads with attractive bittersweet orange tones; narcissus and cardamom carry the long.",crisply sweet hightoned maple syrup narcissus ripe orange hazelnut hint cardamom aroma cup gently sweettart structure velvety mouthfeel short finish lead attractive bittersweet orange tone narcissus cardamom carry long,0.8225,1,0.9425131,1
Blue Label La Esmeralda Porton Pascua Gesha,PT's Coffee Roasting,Medium_Light,United States,Boquete Growing Region,Western Panama,26.46,95,2017-12-01,"Richly sweet, crisply complex, spice-toned. Lilac, bergamot, white peach, caramelized walnut, sandalwood in aroma and cup. Delicate, sweetly tart, juicy in structure; crisp, satiny mouthfeel. The quietly resonant finish is flavor-saturated: stonefruit and bergamot carry the short and sandalwood-nuanced lilac notes resurface in the long.",richly sweet crisply complex spicetoned lilac bergamot white peach caramelized walnut sandalwood aroma cup delicate sweetly tart juicy structure crisp satiny mouthfeel quietly resonant finish flavorsaturated stonefruit bergamot carry short sandalwoodnuanced lilac note resurface long,0.8481,1,0.9425235,1
Auromar Gesha Natural,PT's Coffee Roasting,Light,United States,Piedra Candela,Chiriqui Province,17.64,93,2017-12-01,"Delicate, crisply sweet. Dried coconut, baker’s chocolate, candied violet, cedar, nutmeg in aroma and cup. Balanced, sweet-tart structure; silky mouthfeel. The gently drying finish is carried by notes of chocolate-toned coconut in the short and cedar in the long, with a whisper of sweet candied violet.",delicate crisply sweet dried coconut baker ’ chocolate candied violet cedar nutmeg aroma cup balanced sweettart structure silky mouthfeel gently drying finish carried note chocolatetoned coconut short cedar long whisper sweet candied violet,0.8481,1,0.9425266,1
Haraz Special Red Yemen,PT's Coffee Roasting,Light,United States,Haraz Growing Region,North-Central Yemen,12.13,92,2017-12-01,"Engaging, richly sweet-savory. Caramelized fig, earthy pipe tobacco, aged rum, hibiscus, cinnamon in aroma and cup. Sweetly tart structure; velvety-smooth mouthfeel. The long finish consolidates to cinnamon and caramelized fig, with a hint of aged rum.",engaging richly sweetsavory caramelized fig earthy pipe tobacco aged rum hibiscus cinnamon aroma cup sweetly tart structure velvetysmooth mouthfeel long finish consolidates cinnamon caramelized fig hint aged rum,0.8126,1,0.94252235,1
“Naturals”,Hala Tree Kona Coffee,Medium_Light,Hawai'i,Captain Cook,North Kona Growing District,13.23,92,2017-12-01,"Sweet-toned, fruit-forward. Raspberry, cedar, baker’s chocolate, gardenia, molasses in aroma and cup. Bittersweet structure; velvety mouthfeel. The crisp, gently drying finish leads with notes of chocolate-toned berries in the short, and spicy-sweet florals and aromatic wood notes in the long.",sweettoned fruitforward raspberry cedar baker ’ chocolate gardenia molasses aroma cup bittersweet structure velvety mouthfeel crisp gently drying finish lead note chocolatetoned berry short spicysweet florals aromatic wood note long,0.4019,1,0.9425395,1
Finca Merced Guatemala,Chocolate Fish Coffee Roasters,Light,United States,Chimaltenango Department,Guatemala,5.0,93,2017-12-01,"Richly sweet, high-toned. Maple syrup, orange zest, roasted cacao nib, peach, cedar in aroma and cup. Sweet-tart structure; satiny mouthfeel. The resonant finish has a throughline of roasted cacao nib, accompanied by notes of peach and maple syrup in the short and orange zest and cedar in the long. ",richly sweet hightoned maple syrup orange zest roasted cacao nib peach cedar aroma cup sweettart structure satiny mouthfeel resonant finish throughline roasted cacao nib accompanied note peach maple syrup short orange zest cedar long,0.7096,1,0.9425413,1
El Peñon Nicaragua,Barrington Coffee Roasting,Light,United States,Jinotega,Nicaragua,5.28,94,2017-12-01,"Vibrant, richly sweet, clear-toned. Roasted cacao nib, ginger blossom, dried fig, sandalwood, sugar cane in aroma and cup. Lushly sweet-tart in structure with juicy acidity; crisp, velvety mouthfeel. The deep, resonant finish is flavor-laden, fulfilling the promise of the cup with spicy floral notes in the short and cocoa-toned fruit in the long.",vibrant richly sweet cleartoned roasted cacao nib ginger blossom dried fig sandalwood sugar cane aroma cup lushly sweettart structure juicy acidity crisp velvety mouthfeel deep resonant finish flavorladen fulfilling promise cup spicy floral note short cocoatoned fruit long,0.891,1,0.9425374,1
